,Global CMP22 (vent/cor) [W/m^2]
2022-01-20 20:59:00-07:00,-1.31845
2022-01-20 21:00:00-07:00,-1.36417
2022-01-20 21:01:00-07:00,-1.3463
2022-01-20 21:02:00-07:00,-1.35258
2022-01-20 21:03:00-07:00,-1.34322
2022-01-20 21:04:00-07:00,-1.29665
2022-01-20 21:05:00-07:00,-1.28275
2022-01-20 21:06:00-07:00,-1.28575
2022-01-20 21:07:00-07:00,-1.2615
2022-01-20 21:08:00-07:00,-1.32904
2022-01-20 21:09:00-07:00,-1.31238
2022-01-20 21:10:00-07:00,-1.3023
2022-01-20 21:11:00-07:00,-1.26163
2022-01-20 21:12:00-07:00,-1.23995
2022-01-20 21:13:00-07:00,-1.29653
2022-01-20 21:14:00-07:00,-1.24427
2022-01-20 21:15:00-07:00,-1.24401
2022-01-20 21:16:00-07:00,-1.23439
2022-01-20 21:17:00-07:00,-1.2354
2022-01-20 21:18:00-07:00,-1.21268
2022-01-20 21:19:00-07:00,-1.22491
2022-01-20 21:20:00-07:00,-1.18079
2022-01-20 21:21:00-07:00,-1.21282
2022-01-20 21:22:00-07:00,-1.25111
2022-01-20 21:23:00-07:00,-1.32565
2022-01-20 21:24:00-07:00,-1.37578
2022-01-20 21:25:00-07:00,-1.4475
2022-01-20 21:26:00-07:00,-1.50039
2022-01-20 21:27:00-07:00,-1.57399
2022-01-20 21:28:00-07:00,-1.72044
2022-01-20 21:29:00-07:00,-2.00173
2022-01-20 21:30:00-07:00,-2.06186
2022-01-20 21:31:00-07:00,-1.98861
2022-01-20 21:32:00-07:00,-1.94722
2022-01-20 21:33:00-07:00,-1.93047
2022-01-20 21:34:00-07:00,-2.14006
2022-01-20 21:35:00-07:00,-2.25446
2022-01-20 21:36:00-07:00,-2.25126
2022-01-20 21:37:00-07:00,-2.22222
2022-01-20 21:38:00-07:00,-2.24855
2022-01-20 21:39:00-07:00,-2.24422
2022-01-20 21:40:00-07:00,-2.22589
2022-01-20 21:41:00-07:00,-2.16181
2022-01-20 21:42:00-07:00,-2.15628
2022-01-20 21:43:00-07:00,-2.20612
2022-01-20 21:44:00-07:00,-2.24922
2022-01-20 21:45:00-07:00,-2.19303
2022-01-20 21:46:00-07:00,-2.0708
2022-01-20 21:47:00-07:00,-1.95135
2022-01-20 21:48:00-07:00,-1.90502
2022-01-20 21:49:00-07:00,-1.97907
2022-01-20 21:50:00-07:00,-2.04395
2022-01-20 21:51:00-07:00,-2.04061
2022-01-20 21:52:00-07:00,-1.9633
2022-01-20 21:53:00-07:00,-1.89583
2022-01-20 21:54:00-07:00,-1.79243
2022-01-20 21:55:00-07:00,-1.73281
2022-01-20 21:56:00-07:00,-1.59871
2022-01-20 21:57:00-07:00,-1.45595
2022-01-20 21:58:00-07:00,-1.44679
2022-01-20 21:59:00-07:00,-1.44907
2022-01-20 22:00:00-07:00,-1.46006
2022-01-20 22:01:00-07:00,-1.45344
2022-01-20 22:02:00-07:00,-1.43555
2022-01-20 22:03:00-07:00,-1.4881
2022-01-20 22:04:00-07:00,-1.50898
2022-01-20 22:05:00-07:00,-1.48031
2022-01-20 22:06:00-07:00,-1.39132
2022-01-20 22:07:00-07:00,-1.35299
2022-01-20 22:08:00-07:00,-1.31941
2022-01-20 22:09:00-07:00,-1.38373
2022-01-20 22:10:00-07:00,-1.4679
2022-01-20 22:11:00-07:00,-1.52312
2022-01-20 22:12:00-07:00,-1.56682
2022-01-20 22:13:00-07:00,-1.58108
2022-01-20 22:14:00-07:00,-1.65285
2022-01-20 22:15:00-07:00,-1.68185
2022-01-20 22:16:00-07:00,-1.6398
2022-01-20 22:17:00-07:00,-1.53231
2022-01-20 22:18:00-07:00,-1.53531
2022-01-20 22:19:00-07:00,-1.56565
2022-01-20 22:20:00-07:00,-1.61553
2022-01-20 22:21:00-07:00,-1.62255
2022-01-20 22:22:00-07:00,-1.66683
2022-01-20 22:23:00-07:00,-1.71015
2022-01-20 22:24:00-07:00,-1.7577
2022-01-20 22:25:00-07:00,-1.79841
2022-01-20 22:26:00-07:00,-1.85583
2022-01-20 22:27:00-07:00,-1.9377
2022-01-20 22:28:00-07:00,-1.97987
2022-01-20 22:29:00-07:00,-1.98353
2022-01-20 22:30:00-07:00,-1.89969
2022-01-20 22:31:00-07:00,-1.87439
2022-01-20 22:32:00-07:00,-1.97157
2022-01-20 22:33:00-07:00,-1.99079
2022-01-20 22:34:00-07:00,-1.99381
2022-01-20 22:35:00-07:00,-1.96596
2022-01-20 22:36:00-07:00,-1.91379
2022-01-20 22:37:00-07:00,-1.85955
2022-01-20 22:38:00-07:00,-1.82344
2022-01-20 22:39:00-07:00,-1.80923
2022-01-20 22:40:00-07:00,-1.83013
2022-01-20 22:41:00-07:00,-1.9
2022-01-20 22:42:00-07:00,-1.92303
2022-01-20 22:43:00-07:00,-1.93933
2022-01-20 22:44:00-07:00,-1.98558
2022-01-20 22:45:00-07:00,-1.94312
2022-01-20 22:46:00-07:00,-1.85501
2022-01-20 22:47:00-07:00,-1.74526
2022-01-20 22:48:00-07:00,-1.69311
2022-01-20 22:49:00-07:00,-1.72299
2022-01-20 22:50:00-07:00,-1.65669
2022-01-20 22:51:00-07:00,-1.51075
2022-01-20 22:52:00-07:00,-1.52476
2022-01-20 22:53:00-07:00,-1.54051
2022-01-20 22:54:00-07:00,-1.5201
2022-01-20 22:55:00-07:00,-1.63484
2022-01-20 22:56:00-07:00,-1.60961
2022-01-20 22:57:00-07:00,-1.53725
2022-01-20 22:58:00-07:00,-1.54059
2022-01-20 22:59:00-07:00,-1.46273
2022-01-20 23:00:00-07:00,-1.39497
2022-01-20 23:01:00-07:00,-1.33471
2022-01-20 23:02:00-07:00,-1.29854
2022-01-20 23:03:00-07:00,-1.22582
2022-01-20 23:04:00-07:00,-1.19323
2022-01-20 23:05:00-07:00,-1.21528
2022-01-20 23:06:00-07:00,-1.22966
2022-01-20 23:07:00-07:00,-1.20522
2022-01-20 23:08:00-07:00,-1.23458
2022-01-20 23:09:00-07:00,-1.2111
2022-01-20 23:10:00-07:00,-1.20565
2022-01-20 23:11:00-07:00,-1.22547
2022-01-20 23:12:00-07:00,-1.22656
2022-01-20 23:13:00-07:00,-1.24337
2022-01-20 23:14:00-07:00,-1.24975
2022-01-20 23:15:00-07:00,-1.2091
2022-01-20 23:16:00-07:00,-1.12978
2022-01-20 23:17:00-07:00,-1.09975
2022-01-20 23:18:00-07:00,-1.10016
2022-01-20 23:19:00-07:00,-1.17628
2022-01-20 23:20:00-07:00,-1.21579
2022-01-20 23:21:00-07:00,-1.25044
2022-01-20 23:22:00-07:00,-1.23605
2022-01-20 23:23:00-07:00,-1.20896
2022-01-20 23:24:00-07:00,-1.28945
2022-01-20 23:25:00-07:00,-1.29011
2022-01-20 23:26:00-07:00,-1.30109
2022-01-20 23:27:00-07:00,-1.33075
2022-01-20 23:28:00-07:00,-1.3274
2022-01-20 23:29:00-07:00,-1.31644
2022-01-20 23:30:00-07:00,-1.35785
2022-01-20 23:31:00-07:00,-1.33601
2022-01-20 23:32:00-07:00,-1.34894
2022-01-20 23:33:00-07:00,-1.33763
2022-01-20 23:34:00-07:00,-1.24401
2022-01-20 23:35:00-07:00,-1.27337
2022-01-20 23:36:00-07:00,-1.29227
2022-01-20 23:37:00-07:00,-1.30061
2022-01-20 23:38:00-07:00,-1.3707
2022-01-20 23:39:00-07:00,-1.39941
2022-01-20 23:40:00-07:00,-1.442
2022-01-20 23:41:00-07:00,-1.41279
2022-01-20 23:42:00-07:00,-1.3126
2022-01-20 23:43:00-07:00,-1.20624
2022-01-20 23:44:00-07:00,-1.15377
2022-01-20 23:45:00-07:00,-1.13412
2022-01-20 23:46:00-07:00,-1.18936
2022-01-20 23:47:00-07:00,-1.30388
2022-01-20 23:48:00-07:00,-1.42145
2022-01-20 23:49:00-07:00,-1.41318
2022-01-20 23:50:00-07:00,-1.28041
2022-01-20 23:51:00-07:00,-1.11615
2022-01-20 23:52:00-07:00,-1.12618
2022-01-20 23:53:00-07:00,-1.31662
2022-01-20 23:54:00-07:00,-1.40171
2022-01-20 23:55:00-07:00,-1.40921
2022-01-20 23:56:00-07:00,-1.41231
2022-01-20 23:57:00-07:00,-1.40933
2022-01-20 23:58:00-07:00,-1.37632
2022-01-20 23:59:00-07:00,-1.30594
